epoch,train_r2,validation_r2,train_rmse,validation_rmse,BI_0:i,BI_1:i,BI_2:i,DI_0:i,DI_0:j,DI_1:i,DI_1:j,DI_2:i,DI_2:j,NDI_0:i,NDI_0:j,NDI_1:i,NDI_1:j,NDI_2:i,NDI_2:j,SNDI_0:i,SNDI_0:j,SNDI_0:alpha,SNDI_1:i,SNDI_1:j,SNDI_1:alpha,SNDI_2:i,SNDI_2:j,SNDI_2:alpha,MNDI_0:i,MNDI_0:j,MNDI_0:k,MNDI_0:alpha,MNDI_1:i,MNDI_1:j,MNDI_1:k,MNDI_1:alpha,MNDI_2:i,MNDI_2:j,MNDI_2:k,MNDI_2:alpha
3000                ,0.87001             ,0.87099             ,0.04917             ,0.04883             ,330                 ,2451                ,1373                ,2223                ,2018                ,3753                ,1567                ,2274                ,2322                ,2322                ,1137                ,4151                ,1424                ,1393                ,1449                ,2133                ,3146                ,0.39202             ,2692                ,2529                ,0.35576             ,1824                ,710                 ,0.06141             ,429                 ,2022                ,1390                ,0.56074             ,2153                ,2294                ,2136                ,0.19427             ,488                 ,1704                ,1735                ,0.2846              
3050                ,0.87099             ,0.87194             ,0.04899             ,0.04865             ,340                 ,2451                ,1374                ,2209                ,2020                ,3753                ,1567                ,2269                ,2323                ,2322                ,1137                ,4149                ,1425                ,1399                ,1463                ,2142                ,3146                ,0.39454             ,2696                ,2528                ,0.35462             ,1827                ,722                 ,0.06129             ,431                 ,2020                ,1397                ,0.56033             ,2137                ,2291                ,2137                ,0.19276             ,488                 ,1704                ,1735                ,0.2873              
3100                ,0.87135             ,0.8724              ,0.04892             ,0.04856             ,351                 ,2451                ,1377                ,2208                ,2020                ,3753                ,1567                ,2270                ,2322                ,2322                ,1137                ,4147                ,1425                ,1399                ,1479                ,2141                ,3146                ,0.39699             ,2696                ,2528                ,0.35353             ,1829                ,735                 ,0.06155             ,434                 ,2020                ,1397                ,0.5599              ,2137                ,2275                ,2137                ,0.19154             ,488                 ,1704                ,1735                ,0.29013             
3150                ,0.87171             ,0.87289             ,0.04885             ,0.04847             ,361                 ,2451                ,1380                ,2208                ,2020                ,3753                ,1567                ,2270                ,2322                ,2323                ,1137                ,4145                ,1425                ,1399                ,1495                ,2141                ,3146                ,0.39945             ,2696                ,2528                ,0.3524              ,1832                ,748                 ,0.06183             ,437                 ,2020                ,1397                ,0.55944             ,2137                ,2276                ,2137                ,0.19042             ,488                 ,1704                ,1735                ,0.29303             
3200                ,0.87206             ,0.87326             ,0.04878             ,0.04839             ,372                 ,2451                ,1383                ,2208                ,2020                ,3753                ,1567                ,2270                ,2322                ,2323                ,1137                ,4143                ,1425                ,1399                ,1511                ,2141                ,3146                ,0.40195             ,2696                ,2528                ,0.35127             ,1834                ,761                 ,0.06207             ,440                 ,2020                ,1397                ,0.55901             ,2137                ,2276                ,2137                ,0.1893              ,488                 ,1704                ,1735                ,0.29611             
3250                ,0.87239             ,0.87364             ,0.04872             ,0.04832             ,384                 ,2451                ,1386                ,2207                ,2020                ,3753                ,1567                ,2270                ,2322                ,2322                ,1137                ,4141                ,1425                ,1399                ,1527                ,2141                ,3146                ,0.40444             ,2696                ,2528                ,0.35015             ,1837                ,775                 ,0.06189             ,441                 ,2020                ,1397                ,0.5588              ,2137                ,2276                ,2137                ,0.18828             ,488                 ,1704                ,1735                ,0.2991              
3300                ,0.8727              ,0.87396             ,0.04866             ,0.04826             ,395                 ,2451                ,1390                ,2207                ,2020                ,3752                ,1567                ,2270                ,2322                ,2322                ,1137                ,4138                ,1425                ,1399                ,1544                ,2141                ,3146                ,0.4069              ,2696                ,2528                ,0.34903             ,1840                ,788                 ,0.06134             ,444                 ,2020                ,1397                ,0.55869             ,2137                ,2276                ,2137                ,0.18716             ,488                 ,1704                ,1735                ,0.30219             
3350                ,0.87302             ,0.87431             ,0.0486              ,0.04819             ,407                 ,2451                ,1395                ,2208                ,2020                ,3751                ,1567                ,2270                ,2322                ,2322                ,1137                ,4136                ,1425                ,1399                ,1560                ,2141                ,3149                ,0.40933             ,2696                ,2528                ,0.34793             ,1842                ,802                 ,0.05999             ,447                 ,2020                ,1397                ,0.55866             ,2137                ,2276                ,2137                ,0.18599             ,490                 ,1704                ,1735                ,0.30517             
3400                ,0.87322             ,0.87463             ,0.04856             ,0.04813             ,420                 ,2451                ,1399                ,2207                ,2020                ,3751                ,1567                ,2270                ,2322                ,2322                ,1137                ,4134                ,1425                ,1399                ,1577                ,2141                ,3149                ,0.41186             ,2696                ,2528                ,0.3468              ,1845                ,815                 ,0.05806             ,451                 ,2020                ,1397                ,0.55885             ,2137                ,2276                ,2137                ,0.1847              ,492                 ,1704                ,1735                ,0.30811             
3450                ,0.8735              ,0.87509             ,0.04851             ,0.04804             ,432                 ,2451                ,1399                ,2207                ,2020                ,3751                ,1567                ,2270                ,2322                ,2322                ,1137                ,4131                ,1425                ,1400                ,1594                ,2141                ,3149                ,0.41451             ,2696                ,2528                ,0.34563             ,1848                ,829                 ,0.05613             ,456                 ,2020                ,1397                ,0.55888             ,2137                ,2276                ,2137                ,0.18332             ,493                 ,1704                ,1735                ,0.31132             
3500                ,0.87371             ,0.87546             ,0.04847             ,0.04797             ,444                 ,2451                ,1399                ,2207                ,2020                ,3751                ,1567                ,2270                ,2322                ,2322                ,1137                ,4129                ,1425                ,1402                ,1611                ,2141                ,3152                ,0.41708             ,2695                ,2528                ,0.34453             ,1850                ,844                 ,0.0538              ,460                 ,2020                ,1397                ,0.5591              ,2137                ,2276                ,2137                ,0.1821              ,496                 ,1704                ,1735                ,0.31446             
3550                ,0.87291             ,0.87462             ,0.04862             ,0.04814             ,455                 ,2451                ,1382                ,2194                ,2016                ,3751                ,1567                ,2277                ,2323                ,2323                ,1137                ,4126                ,1433                ,1410                ,1628                ,2151                ,3152                ,0.41977             ,2679                ,2528                ,0.34368             ,1853                ,858                 ,0.05358             ,462                 ,2021                ,1393                ,0.55892             ,2152                ,2266                ,2136                ,0.18057             ,496                 ,1724                ,1733                ,0.31741             
3600                ,0.87373             ,0.8756              ,0.04846             ,0.04795             ,466                 ,2451                ,1382                ,2195                ,2020                ,3751                ,1567                ,2269                ,2323                ,2323                ,1137                ,4124                ,1433                ,1419                ,1645                ,2141                ,3153                ,0.42156             ,2694                ,2529                ,0.34296             ,1856                ,874                 ,0.05151             ,463                 ,2020                ,1398                ,0.55908             ,2141                ,2272                ,2137                ,0.17991             ,496                 ,1722                ,1733                ,0.31936             
3650                ,0.87386             ,0.8757              ,0.04844             ,0.04793             ,478                 ,2451                ,1383                ,2195                ,2020                ,3751                ,1567                ,2270                ,2323                ,2322                ,1137                ,4122                ,1433                ,1428                ,1661                ,2141                ,3154                ,0.4234              ,2694                ,2529                ,0.34213             ,1858                ,890                 ,0.05092             ,463                 ,2020                ,1399                ,0.55933             ,2141                ,2272                ,2137                ,0.17912             ,496                 ,1721                ,1733                ,0.32145             
3700                ,0.87409             ,0.87597             ,0.04839             ,0.04788             ,489                 ,2451                ,1385                ,2195                ,2020                ,3751                ,1567                ,2270                ,2323                ,2323                ,1137                ,4119                ,1433                ,1436                ,1679                ,2141                ,3155                ,0.4253              ,2694                ,2529                ,0.34124             ,1861                ,906                 ,0.04938             ,465                 ,2020                ,1399                ,0.55947             ,2141                ,2272                ,2137                ,0.1782              ,496                 ,1721                ,1733                ,0.32369             
3750                ,0.87428             ,0.87621             ,0.04836             ,0.04783             ,501                 ,2451                ,1386                ,2195                ,2020                ,3751                ,1567                ,2270                ,2323                ,2323                ,1137                ,4117                ,1433                ,1446                ,1697                ,2141                ,3155                ,0.42721             ,2694                ,2528                ,0.34033             ,1864                ,922                 ,0.04726             ,467                 ,2020                ,1399                ,0.55955             ,2141                ,2272                ,2137                ,0.17734             ,496                 ,1721                ,1733                ,0.32606             
3800                ,0.87449             ,0.87643             ,0.04832             ,0.04779             ,513                 ,2451                ,1387                ,2195                ,2020                ,3751                ,1567                ,2270                ,2323                ,2323                ,1137                ,4114                ,1433                ,1455                ,1715                ,2141                ,3155                ,0.42916             ,2694                ,2528                ,0.33941             ,1866                ,938                 ,0.04404             ,468                 ,2020                ,1399                ,0.55947             ,2141                ,2272                ,2137                ,0.17658             ,496                 ,1721                ,1733                ,0.32855             
3850                ,0.87468             ,0.87662             ,0.04828             ,0.04775             ,526                 ,2451                ,1389                ,2195                ,2020                ,3751                ,1567                ,2270                ,2323                ,2323                ,1137                ,4112                ,1433                ,1464                ,1735                ,2141                ,3155                ,0.43103             ,2693                ,2528                ,0.33854             ,1869                ,955                 ,0.0409              ,468                 ,2020                ,1399                ,0.55949             ,2141                ,2272                ,2137                ,0.17606             ,496                 ,1721                ,1733                ,0.33108             
3900                ,0.87485             ,0.87678             ,0.04825             ,0.04772             ,541                 ,2451                ,1390                ,2195                ,2020                ,3751                ,1567                ,2270                ,2323                ,2323                ,1137                ,4110                ,1433                ,1473                ,1735                ,2141                ,3156                ,0.43288             ,2693                ,2528                ,0.33763             ,1872                ,972                 ,0.03777             ,468                 ,2020                ,1399                ,0.55958             ,2141                ,2272                ,2137                ,0.17552             ,496                 ,1721                ,1733                ,0.33356             
3950                ,0.87498             ,0.87682             ,0.04822             ,0.04771             ,556                 ,2451                ,1392                ,2195                ,2020                ,3751                ,1567                ,2270                ,2323                ,2323                ,1137                ,4107                ,1433                ,1481                ,1735                ,2141                ,3158                ,0.43475             ,2693                ,2529                ,0.33669             ,1874                ,989                 ,0.0345              ,468                 ,2020                ,1399                ,0.55982             ,2141                ,2272                ,2137                ,0.175               ,496                 ,1721                ,1733                ,0.33593             
4000                ,0.87513             ,0.87684             ,0.04819             ,0.04771             ,572                 ,2451                ,1394                ,2195                ,2020                ,3751                ,1567                ,2270                ,2323                ,2323                ,1137                ,4105                ,1433                ,1490                ,1735                ,2141                ,3158                ,0.43668             ,2693                ,2528                ,0.33571             ,1876                ,1007                ,0.03128             ,468                 ,2020                ,1399                ,0.56002             ,2141                ,2272                ,2137                ,0.17448             ,496                 ,1721                ,1733                ,0.33845             
4050                ,0.86591             ,0.86743             ,0.04994             ,0.0495              ,589                 ,2447                ,1397                ,2187                ,2026                ,3750                ,1567                ,2288                ,2325                ,2329                ,1137                ,4103                ,1433                ,1498                ,1732                ,2126                ,3160                ,0.4391              ,2701                ,2532                ,0.33449             ,1879                ,1026                ,0.02794             ,468                 ,2021                ,1422                ,0.55921             ,2138                ,2275                ,2139                ,0.17307             ,497                 ,1715                ,1733                ,0.34162             
4100                ,0.8754              ,0.87642             ,0.04814             ,0.04779             ,607                 ,2447                ,1397                ,2151                ,2020                ,3750                ,1567                ,2270                ,2330                ,2343                ,1137                ,4101                ,1433                ,1505                ,1733                ,2142                ,3158                ,0.44042             ,2699                ,2538                ,0.33406             ,1881                ,1045                ,0.0279              ,469                 ,2020                ,1438                ,0.55876             ,2148                ,2275                ,2143                ,0.17251             ,496                 ,1713                ,1733                ,0.34342             
4150                ,0.87571             ,0.8766              ,0.04808             ,0.04775             ,625                 ,2447                ,1397                ,2142                ,2020                ,3750                ,1567                ,2270                ,2330                ,2343                ,1137                ,4098                ,1433                ,1511                ,1733                ,2143                ,3158                ,0.44159             ,2693                ,2538                ,0.3334              ,1884                ,1064                ,0.02726             ,468                 ,2020                ,1444                ,0.55835             ,2142                ,2275                ,2138                ,0.17203             ,496                 ,1713                ,1733                ,0.34534             
4200                ,0.87575             ,0.87655             ,0.04807             ,0.04776             ,643                 ,2447                ,1397                ,2143                ,2020                ,3749                ,1567                ,2270                ,2331                ,2343                ,1137                ,4096                ,1433                ,1516                ,1733                ,2143                ,3158                ,0.44272             ,2693                ,2538                ,0.33276             ,1886                ,1083                ,0.02706             ,468                 ,2020                ,1450                ,0.55796             ,2141                ,2275                ,2139                ,0.17163             ,496                 ,1713                ,1733                ,0.34731             
4250                ,0.87574             ,0.87657             ,0.04808             ,0.04776             ,662                 ,2447                ,1397                ,2143                ,2020                ,3749                ,1567                ,2270                ,2331                ,2343                ,1137                ,4094                ,1433                ,1522                ,1733                ,2143                ,3158                ,0.44386             ,2693                ,2538                ,0.33209             ,1888                ,1103                ,0.02675             ,468                 ,2020                ,1449                ,0.55759             ,2141                ,2275                ,2139                ,0.17123             ,496                 ,1713                ,1733                ,0.34924             
4300                ,0.87575             ,0.87654             ,0.04807             ,0.04777             ,682                 ,2447                ,1397                ,2143                ,2020                ,3749                ,1567                ,2270                ,2335                ,2343                ,1137                ,4092                ,1433                ,1528                ,1733                ,2143                ,3158                ,0.44501             ,2693                ,2538                ,0.33139             ,1890                ,1123                ,0.02634             ,468                 ,2020                ,1449                ,0.55715             ,2141                ,2275                ,2139                ,0.17088             ,496                 ,1713                ,1733                ,0.35117             
4350                ,0.87576             ,0.87651             ,0.04807             ,0.04777             ,703                 ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4089                ,1433                ,1535                ,1733                ,2143                ,3158                ,0.44615             ,2693                ,2538                ,0.3307              ,1891                ,1143                ,0.02609             ,468                 ,2020                ,1449                ,0.55663             ,2141                ,2275                ,2139                ,0.1706              ,496                 ,1713                ,1733                ,0.35314             
4400                ,0.87578             ,0.87648             ,0.04807             ,0.04778             ,724                 ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4087                ,1433                ,1537                ,1733                ,2143                ,3158                ,0.44729             ,2693                ,2538                ,0.33003             ,1893                ,1164                ,0.02576             ,468                 ,2020                ,1449                ,0.55615             ,2141                ,2275                ,2139                ,0.17034             ,496                 ,1713                ,1733                ,0.35507             
4450                ,0.87582             ,0.87645             ,0.04806             ,0.04778             ,746                 ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4084                ,1433                ,1537                ,1733                ,2143                ,3158                ,0.44842             ,2693                ,2538                ,0.32937             ,1895                ,1184                ,0.02549             ,468                 ,2019                ,1449                ,0.55571             ,2141                ,2275                ,2139                ,0.17006             ,496                 ,1713                ,1733                ,0.35693             
4500                ,0.87585             ,0.87647             ,0.04806             ,0.04778             ,768                 ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4081                ,1433                ,1537                ,1733                ,2143                ,3159                ,0.44954             ,2693                ,2538                ,0.32866             ,1896                ,1204                ,0.02571             ,468                 ,2019                ,1449                ,0.55526             ,2141                ,2275                ,2139                ,0.1697              ,496                 ,1713                ,1733                ,0.35876             
4550                ,0.87587             ,0.87647             ,0.04805             ,0.04778             ,791                 ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4078                ,1433                ,1537                ,1733                ,2143                ,3160                ,0.4507              ,2693                ,2538                ,0.32794             ,1897                ,1225                ,0.02546             ,468                 ,2019                ,1449                ,0.5549              ,2141                ,2275                ,2139                ,0.16936             ,496                 ,1713                ,1733                ,0.36046             
4600                ,0.87585             ,0.87647             ,0.04805             ,0.04778             ,813                 ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4075                ,1433                ,1537                ,1733                ,2143                ,3161                ,0.45192             ,2693                ,2538                ,0.32716             ,1898                ,1245                ,0.02518             ,468                 ,2019                ,1449                ,0.55465             ,2141                ,2275                ,2139                ,0.16896             ,496                 ,1713                ,1733                ,0.36207             
4650                ,0.87583             ,0.87649             ,0.04806             ,0.04777             ,834                 ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4071                ,1433                ,1537                ,1733                ,2143                ,3161                ,0.45316             ,2693                ,2538                ,0.32636             ,1899                ,1266                ,0.02511             ,468                 ,2018                ,1449                ,0.55461             ,2141                ,2276                ,2139                ,0.16861             ,496                 ,1713                ,1733                ,0.36361             
4700                ,0.8758              ,0.87646             ,0.04806             ,0.04778             ,857                 ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4068                ,1433                ,1537                ,1733                ,2143                ,3161                ,0.45438             ,2693                ,2538                ,0.3256              ,1899                ,1286                ,0.0248              ,468                 ,2018                ,1449                ,0.5545              ,2141                ,2276                ,2139                ,0.16828             ,496                 ,1713                ,1733                ,0.36515             
4750                ,0.8758              ,0.87649             ,0.04806             ,0.04777             ,883                 ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4064                ,1433                ,1537                ,1733                ,2143                ,3162                ,0.45561             ,2693                ,2538                ,0.32483             ,1899                ,1306                ,0.02466             ,468                 ,2018                ,1449                ,0.55441             ,2141                ,2276                ,2139                ,0.16796             ,496                 ,1713                ,1733                ,0.36667             
4800                ,0.87574             ,0.87645             ,0.04808             ,0.04778             ,908                 ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4061                ,1433                ,1537                ,1733                ,2143                ,3163                ,0.45692             ,2693                ,2538                ,0.32398             ,1900                ,1326                ,0.0246              ,468                 ,2018                ,1449                ,0.55447             ,2141                ,2276                ,2139                ,0.16761             ,496                 ,1713                ,1733                ,0.36809             
4850                ,0.87558             ,0.87635             ,0.04811             ,0.0478              ,931                 ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4057                ,1433                ,1537                ,1733                ,2143                ,3163                ,0.45814             ,2693                ,2538                ,0.32323             ,1901                ,1346                ,0.02467             ,468                 ,2018                ,1449                ,0.55457             ,2141                ,2276                ,2139                ,0.16732             ,496                 ,1713                ,1733                ,0.36943             
4900                ,0.87539             ,0.87611             ,0.04814             ,0.04785             ,953                 ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4053                ,1433                ,1537                ,1733                ,2143                ,3164                ,0.4594              ,2693                ,2538                ,0.32238             ,1901                ,1365                ,0.0244              ,468                 ,2017                ,1449                ,0.55467             ,2141                ,2276                ,2139                ,0.16696             ,496                 ,1713                ,1733                ,0.37071             
4950                ,0.87531             ,0.87612             ,0.04816             ,0.04785             ,976                 ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4050                ,1433                ,1537                ,1733                ,2143                ,3164                ,0.4605              ,2693                ,2538                ,0.32165             ,1901                ,1385                ,0.02451             ,468                 ,2018                ,1449                ,0.55493             ,2141                ,2276                ,2139                ,0.16679             ,496                 ,1713                ,1733                ,0.37177             
5000                ,0.87529             ,0.8761              ,0.04816             ,0.04785             ,1000                ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4046                ,1433                ,1537                ,1733                ,2143                ,3165                ,0.46164             ,2693                ,2538                ,0.32086             ,1902                ,1399                ,0.02439             ,468                 ,2017                ,1449                ,0.55512             ,2141                ,2276                ,2139                ,0.16661             ,496                 ,1713                ,1733                ,0.37283             
5050                ,0.87512             ,0.87597             ,0.0482              ,0.04787             ,1025                ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4042                ,1433                ,1537                ,1733                ,2143                ,3166                ,0.46278             ,2693                ,2538                ,0.32005             ,1902                ,1399                ,0.02411             ,468                 ,2018                ,1449                ,0.55534             ,2141                ,2276                ,2139                ,0.16641             ,496                 ,1713                ,1733                ,0.3739              
5100                ,0.87502             ,0.87586             ,0.04821             ,0.0479              ,1052                ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4038                ,1433                ,1537                ,1733                ,2143                ,3166                ,0.4639              ,2693                ,2538                ,0.31927             ,1904                ,1399                ,0.02386             ,468                 ,2017                ,1449                ,0.55561             ,2141                ,2276                ,2139                ,0.16621             ,496                 ,1712                ,1733                ,0.37489             
5150                ,0.87472             ,0.8755              ,0.04827             ,0.04797             ,1080                ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4034                ,1433                ,1537                ,1733                ,2143                ,3167                ,0.46501             ,2693                ,2538                ,0.31843             ,1905                ,1399                ,0.02352             ,468                 ,2017                ,1449                ,0.55584             ,2141                ,2276                ,2139                ,0.16602             ,496                 ,1713                ,1733                ,0.3759              
5200                ,0.87457             ,0.87536             ,0.0483              ,0.04799             ,1108                ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4029                ,1433                ,1537                ,1733                ,2143                ,3167                ,0.46604             ,2693                ,2538                ,0.3176              ,1906                ,1399                ,0.02327             ,468                 ,2017                ,1449                ,0.55607             ,2141                ,2276                ,2139                ,0.16594             ,496                 ,1713                ,1733                ,0.37688             
5250                ,0.87461             ,0.87546             ,0.04829             ,0.04797             ,1136                ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4025                ,1433                ,1537                ,1733                ,2143                ,3167                ,0.46699             ,2693                ,2538                ,0.31681             ,1908                ,1399                ,0.0231              ,468                 ,2017                ,1449                ,0.55631             ,2141                ,2276                ,2139                ,0.16591             ,496                 ,1713                ,1733                ,0.37781             
5300                ,0.8744              ,0.87531             ,0.04833             ,0.048               ,1165                ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4020                ,1433                ,1537                ,1733                ,2143                ,3169                ,0.46789             ,2693                ,2538                ,0.31604             ,1909                ,1399                ,0.02291             ,468                 ,2017                ,1449                ,0.55655             ,2141                ,2276                ,2139                ,0.16588             ,496                 ,1712                ,1733                ,0.37867             
5350                ,0.87426             ,0.87514             ,0.04836             ,0.04804             ,1194                ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4014                ,1433                ,1537                ,1733                ,2143                ,3169                ,0.4688              ,2693                ,2538                ,0.31523             ,1909                ,1399                ,0.02254             ,468                 ,2017                ,1449                ,0.55682             ,2141                ,2276                ,2139                ,0.16581             ,496                 ,1712                ,1733                ,0.37953             
5400                ,0.87375             ,0.87471             ,0.04846             ,0.04812             ,1222                ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4009                ,1433                ,1537                ,1733                ,2143                ,3169                ,0.46955             ,2693                ,2538                ,0.31447             ,1911                ,1399                ,0.02235             ,468                 ,2017                ,1449                ,0.55718             ,2141                ,2276                ,2139                ,0.1659              ,496                 ,1713                ,1733                ,0.3803              
5450                ,0.87371             ,0.87456             ,0.04847             ,0.04815             ,1249                ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2335                ,2343                ,1137                ,4002                ,1433                ,1537                ,1733                ,2143                ,3169                ,0.47026             ,2693                ,2538                ,0.31372             ,1913                ,1399                ,0.02215             ,468                 ,2017                ,1449                ,0.55754             ,2141                ,2276                ,2139                ,0.16598             ,496                 ,1713                ,1733                ,0.38104             
5500                ,0.8737              ,0.87453             ,0.04847             ,0.04815             ,1275                ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2334                ,2343                ,1137                ,3995                ,1433                ,1537                ,1733                ,2143                ,3169                ,0.47087             ,2693                ,2538                ,0.31297             ,1915                ,1399                ,0.02194             ,468                 ,2017                ,1449                ,0.55796             ,2141                ,2276                ,2139                ,0.16617             ,496                 ,1713                ,1733                ,0.38169             
5550                ,0.87366             ,0.87443             ,0.04848             ,0.04817             ,1300                ,2447                ,1397                ,2143                ,2020                ,3747                ,1567                ,2270                ,2334                ,2343                ,1138                ,3986                ,1433                ,1537                ,1733                ,2143                ,3170                ,0.47146             ,2693                ,2538                ,0.31214             ,1918                ,1399                ,0.02175             ,468                 ,2017                ,1449                ,0.55845             ,2141                ,2276                ,2139                ,0.16632             ,496                 ,1712                ,1733                ,0.38228             
5600                ,0.87355             ,0.87426             ,0.0485              ,0.0482              ,1324                ,2447                ,1397                ,2143                ,2019                ,3747                ,1567                ,2270                ,2334                ,2343                ,1138                ,3975                ,1433                ,1537                ,1733                ,2143                ,3171                ,0.47196             ,2693                ,2538                ,0.31129             ,1921                ,1399                ,0.0216              ,468                 ,2017                ,1449                ,0.55908             ,2141                ,2276                ,2139                ,0.16647             ,496                 ,1713                ,1733                ,0.38279             
5650                ,0.87446             ,0.87503             ,0.04832             ,0.04806             ,1346                ,2447                ,1397                ,2141                ,2019                ,3747                ,1567                ,2269                ,2334                ,2343                ,1138                ,3960                ,1433                ,1537                ,1733                ,2143                ,3171                ,0.47252             ,2693                ,2538                ,0.31044             ,1926                ,1399                ,0.02144             ,468                 ,2017                ,1449                ,0.55949             ,2141                ,2276                ,2139                ,0.16644             ,496                 ,1713                ,1733                ,0.38367             
5700                ,0.87491             ,0.87538             ,0.04824             ,0.04799             ,1368                ,2447                ,1397                ,2141                ,2019                ,3747                ,1567                ,2269                ,2334                ,2343                ,1138                ,3943                ,1433                ,1537                ,1733                ,2143                ,3171                ,0.47334             ,2693                ,2538                ,0.30938             ,1933                ,1399                ,0.02182             ,468                 ,2017                ,1449                ,0.55944             ,2141                ,2276                ,2139                ,0.166               ,497                 ,1713                ,1733                ,0.38518             
5750                ,0.87458             ,0.8752              ,0.0483              ,0.04802             ,1388                ,2447                ,1397                ,2141                ,2020                ,3747                ,1567                ,2269                ,2325                ,2343                ,1138                ,3933                ,1433                ,1537                ,1733                ,2143                ,3175                ,0.47415             ,2693                ,2538                ,0.30839             ,1942                ,1399                ,0.0231              ,468                 ,2017                ,1449                ,0.55939             ,2141                ,2277                ,2139                ,0.16553             ,497                 ,1713                ,1733                ,0.38662             
5800                ,0.87546             ,0.87595             ,0.04813             ,0.04788             ,1391                ,2447                ,1397                ,2141                ,2020                ,3747                ,1567                ,2269                ,2319                ,2343                ,1139                ,3926                ,1433                ,1537                ,1733                ,2143                ,3177                ,0.47497             ,2693                ,2538                ,0.30742             ,1950                ,1399                ,0.02428             ,468                 ,2017                ,1449                ,0.55941             ,2141                ,2276                ,2141                ,0.16509             ,502                 ,1713                ,1733                ,0.38764             
5850                ,0.87547             ,0.87594             ,0.04813             ,0.04788             ,1393                ,2447                ,1397                ,2142                ,2019                ,3747                ,1567                ,2269                ,2319                ,2343                ,1152                ,3921                ,1433                ,1537                ,1733                ,2143                ,3177                ,0.4758              ,2693                ,2538                ,0.30637             ,1959                ,1399                ,0.02489             ,468                 ,2017                ,1449                ,0.55949             ,2141                ,2277                ,2141                ,0.16476             ,504                 ,1713                ,1733                ,0.38855             
5900                ,0.87558             ,0.87594             ,0.04811             ,0.04788             ,1397                ,2447                ,1397                ,2142                ,2019                ,3747                ,1567                ,2269                ,2319                ,2343                ,1167                ,3915                ,1433                ,1537                ,1733                ,2143                ,3177                ,0.47663             ,2693                ,2538                ,0.30529             ,1970                ,1399                ,0.02553             ,468                 ,2017                ,1449                ,0.55941             ,2141                ,2276                ,2141                ,0.1644              ,506                 ,1713                ,1733                ,0.38946             
5950                ,0.87587             ,0.87606             ,0.04805             ,0.04786             ,1399                ,2447                ,1397                ,2142                ,2019                ,3746                ,1567                ,2269                ,2318                ,2343                ,1183                ,3907                ,1433                ,1537                ,1733                ,2143                ,3177                ,0.47702             ,2692                ,2538                ,0.30453             ,1985                ,1399                ,0.02813             ,468                 ,2017                ,1449                ,0.55987             ,2141                ,2276                ,2141                ,0.16468             ,507                 ,1713                ,1733                ,0.38964             
6000                ,0.87615             ,0.87593             ,0.048               ,0.04788             ,1399                ,2447                ,1397                ,2141                ,2018                ,3746                ,1567                ,2269                ,2316                ,2343                ,1200                ,3898                ,1433                ,1537                ,1733                ,2143                ,3177                ,0.47753             ,2692                ,2538                ,0.30364             ,1997                ,1399                ,0.0313              ,468                 ,2017                ,1449                ,0.5602              ,2141                ,2277                ,2141                ,0.16486             ,509                 ,1713                ,1733                ,0.38982             
